"CRASH DATE","CRASH TIME","BOROUGH","ZIP CODE","LATITUDE","LONGITUDE","LOCATION","ON STREET NAME","CROSS STREET NAME","OFF STREET NAME","NUMBER OF PERSONS INJURED","NUMBER OF PERSONS KILLED","NUMBER OF PEDESTRIANS INJURED","NUMBER OF PEDESTRIANS KILLED","NUMBER OF CYCLIST INJURED","NUMBER OF CYCLIST KILLED","NUMBER OF MOTORIST INJURED","NUMBER OF MOTORIST KILLED","CONTRIBUTING FACTOR VEHICLE 1","CONTRIBUTING FACTOR VEHICLE 2","CONTRIBUTING FACTOR VEHICLE 3","CONTRIBUTING FACTOR VEHICLE 4","CONTRIBUTING FACTOR VEHICLE 5","COLLISION_ID","VEHICLE TYPE CODE 1","VEHICLE TYPE CODE 2","VEHICLE TYPE CODE 3","VEHICLE TYPE CODE 4","VEHICLE TYPE CODE 5"
2024-08-08,12:55:00,NA,NA,40.69662,-73.96366,"(40.69662, -73.96366)","PARK AVENUE","STEUBEN STREET",NA,1,0,1,0,0,0,0,0,"Backing Unsafely",NA,NA,NA,NA,4748331,"Pick-up Truck",NA,NA,NA,NA
2024-08-13,23:17:00,"BROOKLYN",11218,40.646988,-73.969315,"(40.646988, -73.969315)","STRATFORD ROAD","CHURCH AVENUE",NA,1,0,1,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4747877,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-08-23,15:54:00,"BROOKLYN",11234,40.61743,-73.932495,"(40.61743, -73.932495)","HENDRICKSON STREET","QUENTIN ROAD",NA,1,0,0,0,0,0,1,0,"Other Vehicular","Other Vehicular",NA,NA,NA,4750172,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-08-03,18:10:00,"BROOKLYN",11216,40.688774,-73.9479,"(40.688774, -73.9479)","GREENE AVENUE","MARCY AVENUE",NA,0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified",NA,NA,NA,4745469,"Sedan","Bike",NA,NA,NA
2024-06-18,21:24:00,"STATEN ISLAND",10310,40.634697,-74.106544,"(40.634697, -74.106544)","BARD AVENUE","CASTLETON AVENUE",NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4734237,"Sedan","Sedan",NA,NA,NA
2024-09-01,06:56:00,"BROOKLYN",11208,40.68243,-73.871796,"(40.68243, -73.871796)",NA,NA,"283       CRESCENT STREET",0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified","Unspecified","Unspecified","Unspecified",4752058,"Sedan","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle"
2024-08-08,19:23:00,"BRONX",10460,40.847878,-73.886024,"(40.847878, -73.886024)","EAST 181 STREET","PROSPECT AVENUE",NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified","Unspecified","Unspecified",NA,4747077,"Sedan","Station Wagon/Sport Utility Vehicle","Sedan","Station Wagon/Sport Utility Vehicle",NA
2024-08-03,18:37:00,"BROOKLYN",11234,40.628464,-73.923065,"(40.628464, -73.923065)","EAST 55 STREET","AVENUE J",NA,3,0,0,0,0,0,3,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4745655,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-08-06,13:00:00,"BROOKLYN",11222,40.730526,-73.958305,"(40.730526, -73.958305)",NA,NA,"74        KENT STREET",0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",NA,NA,NA,4745893,"Sedan",NA,NA,NA,NA
2024-08-07,18:38:00,"QUEENS",11414,40.670403,-73.85629,"(40.670403, -73.85629)","79 STREET","LINDEN BOULEVARD",NA,1,0,0,0,1,0,0,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4746240,"Sedan","Bike",NA,NA,NA
2024-08-22,10:50:00,"BRONX",10459,40.820187,-73.890686,"(40.820187, -73.890686)","BRUCKNER BOULEVARD","HUNTS POINT AVENUE",NA,0,0,0,0,0,0,0,0,"Other Vehicular","Other Vehicular",NA,NA,NA,4751072,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-08-19,09:46:00,"BROOKLYN",11226,40.645325,-73.96615,"(40.645325, -73.96615)",NA,NA,"177       RUGBY ROAD",0,0,0,0,0,0,0,0,"Steering Failure","Unspecified",NA,NA,NA,4749826,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-08-29,20:30:00,NA,NA,40.67461,-73.80428,"(40.67461, -73.80428)","ROCKAWAY BOULEVARD","134 STREET",NA,4,0,0,0,0,0,4,0,"Failure to Yield Right-of-Way","Unsafe Speed","Unspecified",NA,NA,4752270,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Sedan",NA,NA
2024-08-13,07:55:00,"QUEENS",11364,40.74426,-73.75772,"(40.74426, -73.75772)",NA,NA,"67-49     218 STREET",0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",NA,NA,NA,4747811,"Station Wagon/Sport Utility Vehicle","Tractor Truck Diesel",NA,NA,NA
2024-08-06,17:08:00,"BRONX",10462,40.85507,-73.8677,"(40.85507, -73.8677)",NA,NA,"2151      WHITE PLAINS ROAD",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4745933,"Sedan","Sedan",NA,NA,NA
2024-08-18,20:00:00,"QUEENS",11417,40.68144,-73.83865,"(40.68144, -73.83865)","LIBERTY AVENUE","102 STREET",NA,2,0,0,0,1,0,1,0,"Following Too Closely","Unspecified",NA,NA,NA,4749636,"Bike","Sedan",NA,NA,NA
2024-08-03,22:40:00,"BROOKLYN",11226,40.652927,-73.959335,"(40.652927, -73.959335)","FLATBUSH AVENUE","CATON AVENUE",NA,1,0,0,0,1,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,NA,4745214,"PK","E-Bike",NA,NA,NA
2024-07-26,14:15:00,"BROOKLYN",11224,40.576393,-74.00893,"(40.576393, -74.00893)",NA,NA,"4006      MANHATTAN AVENUE",0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",NA,NA,NA,4746050,"Sedan","Sedan",NA,NA,NA
2024-08-02,11:00:00,"QUEENS",11106,40.754974,-73.93106,"(40.754974, -73.93106)","31 STREET","37 AVENUE",NA,0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",NA,NA,NA,4746726,"Sedan","Sedan",NA,NA,NA
2024-08-22,10:47:00,"MANHATTAN",10002,40.720707,-73.981316,"(40.720707, -73.981316)","AVENUE C","EAST HOUSTON STREET",NA,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4750190,"Sedan","Sedan",NA,NA,NA
2024-07-25,15:20:00,"STATEN ISLAND",10305,40.60194,-74.08219,"(40.60194, -74.08219)","WEST FINGERBOARD ROAD","CLOVE ROAD",NA,2,0,0,0,0,0,2,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4743486,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-08-09,11:27:00,"BROOKLYN",11207,40.661385,-73.8841,"(40.661385, -73.8841)","SCHENCK AVENUE","LINDEN BOULEVARD",NA,4,0,0,0,0,0,4,0,"Unspecified","Unspecified",NA,NA,NA,4746801,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-08-07,20:15:00,"MANHATTAN",10128,40.77686,-73.94533,"(40.77686, -73.94533)",NA,NA,"530       EAST 88 STREET",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4746257,"Sedan",NA,NA,NA,NA
2024-08-22,07:26:00,NA,NA,40.710476,-73.963844,"(40.710476, -73.963844)","BROADWAY","BEDFORD AVENUE",NA,3,0,0,0,0,0,3,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4749935,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-09-07,16:00:00,"MANHATTAN",10028,40.774654,-73.9541,"(40.774654, -73.9541)","2 AVENUE","EAST 81 STREET",NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,NA,4754125,"Ambulance","Sedan",NA,NA,NA
2024-08-10,10:49:00,"QUEENS",11103,40.771015,-73.9136,"(40.771015, -73.9136)","35 STREET","24 AVENUE",NA,0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",NA,NA,NA,4747526,"Sedan",NA,NA,NA,NA
2024-08-12,11:05:00,"QUEENS",11374,40.73018,-73.86248,"(40.73018, -73.86248)","JUNCTION BOULEVARD","QUEENS BOULEVARD",NA,1,0,1,0,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4747340,"Bus",NA,NA,NA,NA
2024-08-16,17:28:00,"BROOKLYN",11205,40.69479,-73.954315,"(40.69479, -73.954315)","MYRTLE AVENUE","WALWORTH STREET",NA,1,0,0,0,0,0,1,0,"Traffic Control Disregarded","Traffic Control Disregarded",NA,NA,NA,4748539,"Station Wagon/Sport Utility Vehicle","Motorscooter",NA,NA,NA
2024-09-05,23:25:00,"QUEENS",11106,40.762512,-73.93427,"(40.762512, -73.93427)",NA,NA,"34-03     21 STREET",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4753790,"Sedan","Sedan",NA,NA,NA
2024-08-25,11:05:00,"QUEENS",11373,40.745625,-73.88717,"(40.745625, -73.88717)",NA,NA,"78-20     41 AVENUE",0,0,0,0,0,0,0,0,"Alcohol Involvement","Alcohol Involvement",NA,NA,NA,4751431,"Convertible",NA,NA,NA,NA
2024-07-28,19:00:00,"BRONX",10452,40.832626,-73.925385,"(40.832626, -73.925385)","JEROME AVENUE","EAST 165 STREET",NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4744048,"Sedan","Sedan",NA,NA,NA
2024-08-25,00:00:00,"QUEENS",11104,40.740173,-73.926926,"(40.740173, -73.926926)","39 STREET","48 AVENUE",NA,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4750631,"Sedan",NA,NA,NA,NA
2024-08-17,00:06:00,"QUEENS",11385,40.71032,-73.89937,"(40.71032, -73.89937)","FRESH POND ROAD","GROVE STREET",NA,1,0,0,0,0,0,1,0,"Alcohol Involvement","Unspecified",NA,NA,NA,4748968,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-08-01,16:35:00,"BRONX",10456,40.818058,-73.90501,"(40.818058, -73.90501)","WESTCHESTER AVENUE","TINTON AVENUE",NA,0,0,0,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4744763,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-09-05,19:43:00,NA,NA,40.585625,-73.954865,"(40.585625, -73.954865)","EAST 14 STREET","SHORE PARKWAY",NA,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",NA,NA,NA,4753651,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-07-26,02:00:00,"BROOKLYN",11214,40.58862,-73.98373,"(40.58862, -73.98373)","BAY 50 STREET","STILLWELL AVENUE",NA,1,0,0,0,1,0,0,0,"Unspecified",NA,NA,NA,NA,4745091,"Bike",NA,NA,NA,NA
2024-08-28,21:24:00,"QUEENS",11354,40.769997,-73.81099,"(40.769997, -73.81099)",NA,NA,"153-19    32 AVENUE",0,0,0,0,0,0,0,0,"Alcohol Involvement","Unspecified","Unspecified",NA,NA,4751454,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA
2024-07-28,17:23:00,NA,NA,40.87626,-73.90395,"(40.87626, -73.90395)","WEST 230 STREET","BAILEY AVENUE",NA,0,0,0,0,0,0,0,0,"Alcohol Involvement","Unspecified",NA,NA,NA,4743886,"Station Wagon/Sport Utility Vehicle","Tractor Truck Diesel",NA,NA,NA
2024-07-24,15:00:00,"QUEENS",11435,40.709866,-73.81642,"(40.709866, -73.81642)","85 ROAD","84 DRIVE",NA,1,0,0,0,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4742774,"E-Scooter",NA,NA,NA,NA
2024-08-27,11:30:00,"MANHATTAN",10002,40.716816,-73.989525,"(40.716816, -73.989525)",NA,NA,"349       GRAND STREET",1,0,0,0,1,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,NA,4751038,"Sedan","Bike",NA,NA,NA
2024-08-14,20:56:00,"MANHATTAN",10027,40.807117,-73.95339,"(40.807117, -73.95339)",NA,NA,"2230      8 AVENUE",1,0,0,0,1,0,0,0,"Passenger Distraction","Driver Inattention/Distraction",NA,NA,NA,4748068,"Taxi","Bike",NA,NA,NA
2024-08-08,15:12:00,"QUEENS",11385,40.704403,-73.89392,"(40.704403, -73.89392)","CATALPA AVENUE","64 STREET",NA,0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",NA,NA,NA,4746446,"Bus","Pick-up Truck",NA,NA,NA
2024-08-09,07:43:00,"QUEENS",11378,40.717415,-73.91932,"(40.717415, -73.91932)","49 PLACE","GRAND AVENUE",NA,1,0,0,0,0,0,0,0,"Following Too Closely","Unspecified",NA,NA,NA,4747151,"E-Bike","Box Truck",NA,NA,NA
2024-08-29,10:25:00,"QUEENS",11416,40.685184,-73.854225,"(40.685184, -73.854225)","95 AVENUE","87 STREET",NA,0,0,0,0,0,0,0,0,"Passing Too Closely","Unspecified",NA,NA,NA,4751507,"Sedan",NA,NA,NA,NA
2024-09-06,16:40:00,"QUEENS",11420,40.679756,-73.816956,"(40.679756, -73.816956)","123 STREET","LINDEN BOULEVARD",NA,1,0,1,0,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4754034,"Sedan",NA,NA,NA,NA
2024-08-30,09:23:00,"QUEENS",11373,40.73553,-73.882,"(40.73553, -73.882)",NA,NA,"51-60     VANKLEECK STREET",0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified",NA,NA,NA,4751926,"Sedan",NA,NA,NA,NA
2024-08-10,00:50:00,"QUEENS",11429,40.707306,-73.75122,"(40.707306, -73.75122)","FRANCIS LEWIS BOULEVARD","HOLLIS AVENUE",NA,1,0,0,0,0,0,1,0,"Following Too Closely","Turning Improperly",NA,NA,NA,4747703,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-05-07,14:20:00,"BRONX",10473,40.822124,-73.85736,"(40.822124, -73.85736)",NA,NA,"1950      LAFAYETTE AVENUE",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4723451,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-08-01,10:00:00,"QUEENS",11432,40.726894,-73.78274,"(40.726894, -73.78274)",NA,NA,"185-08    80 DRIVE",1,0,0,0,0,0,1,0,"Unspecified","Unspecified",NA,NA,NA,4744700,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-08-13,16:50:00,"MANHATTAN",10030,40.819717,-73.94048,"(40.819717, -73.94048)","WEST 142 STREET","7 AVENUE",NA,1,0,0,0,0,0,1,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4749261,"Sedan","Sedan",NA,NA,NA
2024-08-07,00:00:00,"QUEENS",11368,40.757336,-73.86849,"(40.757336, -73.86849)","100 STREET","NORTHERN BOULEVARD",NA,0,0,0,0,0,0,0,0,"Following Too Closely","Unspecified","Unspecified",NA,NA,4747469,"Sedan","Sedan",NA,NA,NA
2024-08-09,21:30:00,NA,NA,40.766685,-73.892136,"(40.766685, -73.892136)","ASTORIA BOULEVARD","77 STREET",NA,0,0,0,0,0,0,0,0,"Unsafe Lane Changing","Unspecified",NA,NA,NA,4747834,"Sedan","Sedan",NA,NA,NA
2024-08-07,16:08:00,"BROOKLYN",11218,40.6466,-73.97033,"(40.6466, -73.97033)","CHURCH AVENUE","EAST 10 STREET",NA,1,0,0,0,1,0,0,0,"Failure to Yield Right-of-Way","Failure to Yield Right-of-Way",NA,NA,NA,4746625,"Station Wagon/Sport Utility Vehicle","Bike",NA,NA,NA
2024-09-02,16:29:00,"QUEENS",11691,40.59561,-73.77656,"(40.59561, -73.77656)","BEACH 45 STREET","BEACH CHANNEL DRIVE",NA,1,0,0,0,0,0,1,0,"Aggressive Driving/Road Rage","Unspecified",NA,NA,NA,4752675,"Motorcycle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-07-29,15:30:00,"MANHATTAN",10023,40.774734,-73.98818,"(40.774734, -73.98818)","WEST END AVENUE","WEST 64 STREET",NA,1,0,1,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4743942,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-08-31,23:50:00,"BROOKLYN",11208,40.66638,-73.86109,"(40.66638, -73.86109)","FORBELL STREET","STANLEY AVENUE",NA,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4751988,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-08-26,00:30:00,"QUEENS",11434,40.68521,-73.76612,"(40.68521, -73.76612)","120 AVENUE","178 STREET",NA,0,0,0,0,0,0,0,0,"Reaction to Uninvolved Vehicle","Unspecified",NA,NA,NA,4751095,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-09-02,17:50:00,"BROOKLYN",11223,40.593544,-73.968925,"(40.593544, -73.968925)",NA,NA,"2282      EAST 2 STREET",0,0,0,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4753138,"Sedan",NA,NA,NA,NA
2024-08-24,22:24:00,"BRONX",10468,40.875893,-73.88825,"(40.875893, -73.88825)","EAST 205 STREET","JEROME AVENUE",NA,0,0,0,0,0,0,0,0,"Turning Improperly","Unspecified",NA,NA,NA,4750984,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-08-20,07:30:00,"QUEENS",11435,40.704082,-73.81641,"(40.704082, -73.81641)","HILLSIDE AVENUE","138 STREET",NA,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4749384,"Sedan","Post offic",NA,NA,NA
2024-08-17,06:10:00,"MANHATTAN",10034,40.867027,-73.917046,"(40.867027, -73.917046)","WEST 211 STREET","10 AVENUE",NA,1,0,0,0,0,0,1,0,"Unsafe Speed",NA,NA,NA,NA,4749070,"Sedan",NA,NA,NA,NA
2024-07-31,10:37:00,"QUEENS",11379,40.718906,-73.88532,"(40.718906, -73.88532)","71 STREET","LUTHERAN AVENUE",NA,1,0,0,0,0,0,1,0,"Other Vehicular","Unspecified",NA,NA,NA,4744399,"Sedan",NA,NA,NA,NA
2024-09-06,09:30:00,"BRONX",10460,40.839718,-73.872314,"(40.839718, -73.872314)",NA,NA,"1230      EAST TREMONT AVENUE",1,0,0,0,0,0,1,0,"Following Too Closely","Unspecified",NA,NA,NA,4754091,"Sedan","Tractor Truck Diesel",NA,NA,NA
2024-08-18,20:30:00,"BROOKLYN",11203,40.640297,-73.93017,"(40.640297, -73.93017)",NA,NA,"873       EAST 49 STREET",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4750341,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-08-21,12:50:00,"BROOKLYN",11237,40.70837,-73.923065,"(40.70837, -73.923065)","FLUSHING AVENUE","SAINT NICHOLAS AVENUE",NA,1,0,0,0,0,0,1,0,"Turning Improperly","Driver Inattention/Distraction",NA,NA,NA,4749902,"Motorcycle","Sedan",NA,NA,NA
2024-08-24,07:00:00,"QUEENS",11421,40.689243,-73.84501,"(40.689243, -73.84501)","ATLANTIC AVENUE","98 STREET",NA,1,0,0,0,0,0,1,0,"Alcohol Involvement","Unspecified","Unspecified",NA,NA,4750603,"Sedan","Bus","Tractor Truck Diesel",NA,NA
2024-09-02,18:40:00,"BROOKLYN",11207,40.65823,-73.89361,"(40.65823, -73.89361)",NA,NA,"737       ALABAMA AVENUE",0,0,0,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4752592,"Sedan",NA,NA,NA,NA
2024-08-04,15:10:00,"BROOKLYN",11230,40.62893,-73.971375,"(40.62893, -73.971375)","AVENUE H","OCEAN PARKWAY",NA,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Driver Inattention/Distraction",NA,NA,NA,4745488,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-08-21,20:32:00,"BRONX",10458,40.85819,-73.88435,"(40.85819, -73.88435)","HUGHES AVENUE","EAST FORDHAM ROAD",NA,0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",NA,NA,NA,4750636,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-08-10,09:20:00,NA,NA,40.687546,-73.8208,"(40.687546, -73.8208)","123 STREET","LIBERTY AVENUE",NA,1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4747124,"Moped",NA,NA,NA,NA
2024-07-19,07:59:00,"BRONX",10473,40.817047,-73.84649,"(40.817047, -73.84649)","LACOMBE AVENUE","TURNER AVENUE",NA,2,0,0,0,0,0,2,0,"Unspecified","Unspecified",NA,NA,NA,4742619,"Station Wagon/Sport Utility Vehicle","Moped",NA,NA,NA
2024-07-25,12:00:00,NA,NA,40.611897,-73.92369,"(40.611897, -73.92369)","AVENUE T","EAST 52 STREET",NA,1,0,0,0,1,0,0,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4744781,"Station Wagon/Sport Utility Vehicle","Bike",NA,NA,NA
2024-07-29,03:30:00,"BRONX",10472,40.834274,-73.87364,"(40.834274, -73.87364)","METCALF AVENUE","EAST 174 STREET",NA,0,0,0,0,0,0,0,0,"Fell Asleep","Unspecified",NA,NA,NA,4743837,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-08-11,04:56:00,"MANHATTAN",10034,40.85891,-73.922966,"(40.85891, -73.922966)","DYCKMAN STREET","10 AVENUE",NA,0,0,0,0,0,0,0,0,"Unsafe Speed","Unspecified",NA,NA,NA,4747768,"Sedan","Sedan",NA,NA,NA
2024-07-26,10:50:00,"BROOKLYN",11222,40.72846,-73.95737,"(40.72846, -73.95737)","FRANKLIN STREET","NOBLE STREET",NA,1,0,0,0,1,0,0,0,"Other Vehicular","Unspecified",NA,NA,NA,4743851,"Station Wagon/Sport Utility Vehicle","Bike",NA,NA,NA
2024-08-04,17:47:00,"QUEENS",11103,40.758915,-73.920166,"(40.758915, -73.920166)",NA,NA,"32-62     38 STREET",1,0,0,0,0,0,1,0,"Steering Failure","Unspecified",NA,NA,NA,4745747,"Motorcycle","Sedan",NA,NA,NA
2024-08-03,15:00:00,"QUEENS",11354,40.76189,-73.82967,"(40.76189, -73.82967)","138 STREET","37 AVENUE",NA,0,0,0,0,0,0,0,0,"Brakes Defective","Unspecified",NA,NA,NA,4745260,"Sedan",NA,NA,NA,NA
2024-08-05,00:00:00,"BROOKLYN",11232,40.65486,-74.003845,"(40.65486, -74.003845)","4 AVENUE","35 STREET",NA,1,0,0,0,1,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4745688,"Bike","Sedan",NA,NA,NA
2024-07-31,17:15:00,"BRONX",10458,40.85517,-73.89129,"(40.85517, -73.89129)","EAST 184 STREET","BATHGATE AVENUE",NA,0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",NA,NA,NA,4744643,"Minibike","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-07-30,08:55:00,"QUEENS",11101,40.745113,-73.94744,"(40.745113, -73.94744)","JACKSON AVENUE","46 ROAD",NA,1,0,0,0,1,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion","View Obstructed/Limited",NA,NA,NA,4744802,"Bike","Sedan",NA,NA,NA
2024-08-03,20:36:00,"MANHATTAN",10003,40.736256,-73.98282,"(40.736256, -73.98282)",NA,NA,"247       EAST 20 STREET",0,0,0,0,0,0,0,0,"Passing or Lane Usage Improper","Unspecified",NA,NA,NA,4745769,"Sedan","Bike",NA,NA,NA
2024-08-23,19:40:00,"BROOKLYN",11232,40.65543,-74.003265,"(40.65543, -74.003265)","4 AVENUE","34 STREET",NA,0,0,0,0,0,0,0,0,"Unsafe Lane Changing","Unspecified",NA,NA,NA,4750153,"Sedan","PK",NA,NA,NA
2024-08-21,08:45:00,"MANHATTAN",10001,40.75578,-74.00199,"(40.75578, -74.00199)","WEST 34 STREET","11 AVENUE",NA,0,0,0,0,0,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion","Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NA,NA,NA,4750709,"Taxi","Bike",NA,NA,NA
2024-08-16,22:45:00,"BRONX",10473,40.82226,-73.84564,"(40.82226, -73.84564)","HOMER AVENUE","HAVEMEYER AVENUE",NA,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4748945,"Sedan",NA,NA,NA,NA
2024-08-01,14:00:00,"MANHATTAN",10038,40.708706,-74.007286,"(40.708706, -74.007286)",NA,NA,"59        JOHN STREET",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4746897,"Pick-up Truck","Sedan",NA,NA,NA
2024-08-30,09:50:00,"BROOKLYN",11217,40.68712,-73.97538,"(40.68712, -73.97538)",NA,NA,"73        LAFAYETTE AVENUE",0,0,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4752536,"Box Truck","Sedan",NA,NA,NA
2024-08-04,08:01:00,"BRONX",10467,40.87856,-73.865776,"(40.87856, -73.865776)","WHITE PLAINS ROAD","EAST 212 STREET",NA,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,NA,4747403,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-08-25,08:06:00,"QUEENS",11358,40.76044,-73.804924,"(40.76044, -73.804924)","161 STREET","SANFORD AVENUE",NA,1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4750677,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-08-01,12:15:00,"MANHATTAN",10065,40.76661,-73.965,"(40.76661, -73.965)","EAST 66 STREET","LEXINGTON AVENUE",NA,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4744722,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
2024-07-23,16:37:00,"QUEENS",11104,40.745983,-73.915306,"(40.745983, -73.915306)",NA,NA,"41-14     49 STREET",2,0,0,0,0,0,2,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4742557,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
2024-08-24,11:05:00,"BRONX",10474,40.813942,-73.890175,"(40.813942, -73.890175)","CASANOVA STREET","SPOFFORD AVENUE",NA,0,0,0,0,0,0,0,0,"Unspecified",NA,NA,NA,NA,4752502,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
2024-07-24,12:30:00,"STATEN ISLAND",10304,40.630566,-74.08109,"(40.630566, -74.08109)",NA,NA,"309       SAINT PAULS AVENUE",0,0,0,0,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4742843,"Sedan",NA,NA,NA,NA
